;Unnamed: 0;CustomerID;Gender;Married;Age;Graduated;Profession;WorkExperience;SpendingScore;FamilySize;Category;cluster;Age_Arrival;Age_Arrival_Text
642;642;464878;Male;No;22;No;Healthcare;0.0;Low;4.0;Category 4;1;20-24;Young Adult
643;643;467599;Female;No;19;No;Healthcare;0.0;Low;3.0;Category 6;1;15-19;Youth or Young Adult
644;644;466226;Female;Yes;45;Yes;Artist;0.0;Average;5.0;Category 6;3;45-49;Middle Aged
645;645;463576;Female;No;31;No;Doctor;0.0;Low;4.0;Category 6;1;30-34;Young Adult or Middle Aged
646;646;464911;Male;Yes;56;Yes;Artist;0.0;Average;3.0;Category 4;3;55-59;Middle Aged
647;647;466457;Female;Yes;62;Yes;Lawyer;8.0;Low;5.0;Category 6;3;60-64;Old
648;648;463909;Female;No;25;Yes;Healthcare;1.0;Low;3.0;Category 6;2;25-29;Young Adult
649;649;466099;Female;Yes;73;Yes;Lawyer;1.0;Low;1.0;Category 6;3;70-74;Old
650;650;464427;Male;Yes;62;Yes;Doctor;1.0;Average;4.0;Category 3;3;60-64;Old
651;651;463951;Male;Yes;46;No;Entertainment;0.0;Average;3.0;Category 6;3;45-49;Middle Aged
652;652;465638;Female;Yes;51;Yes;Artist;1.0;Low;2.0;Category 3;3;50-54;Middle Aged
653;653;465289;Male;Yes;25;Yes;Executive;1.0;High;2.0;Category 6;3;25-29;Young Adult
654;654;466718;Male;Yes;66;Yes;Executive;0.0;High;2.0;Category 6;3;65-69;Old
655;655;464219;Male;No;27;Yes;Marketing;1.0;Low;2.0;Category 3;2;25-29;Young Adult
656;656;467098;Male;Yes;87;No;Executive;1.0;Low;2.0;Category 6;3;80+;Old
657;657;467451;Female;Yes;47;Yes;Artist;0.0;Low;1.0;Category 1;3;45-49;Middle Aged
658;658;465137;Male;Yes;57;Yes;Artist;1.0;Average;4.0;Category 6;3;55-59;Middle Aged
659;659;462289;Male;Yes;60;Yes;Artist;0.0;Average;4.0;Category 3;3;60-64;Old
660;660;467459;Male;Yes;40;Yes;Executive;1.0;High;5.0;Category 6;3;40-44;Middle Aged
661;661;460308;Female;No;32;Yes;Doctor;7.0;Low;2.0;Category 2;2;30-34;Young Adult or Middle Aged
662;662;467647;Male;No;28;Yes;Healthcare;2.0;Low;3.0;Category 6;2;25-29;Young Adult
663;663;459803;Male;No;39;Yes;Doctor;4.0;Low;3.0;Category 6;2;35-39;Middle Aged
664;664;465972;Female;No;47;Yes;Marketing;9.0;Low;1.0;Category 6;2;45-49;Middle Aged
665;665;459414;Female;No;39;Yes;Artist;8.0;Low;2.0;Category 6;2;35-39;Middle Aged
666;666;466173;Male;No;28;No;Entertainment;1.0;Low;2.0;Category 3;1;25-29;Young Adult
667;667;464136;Male;Yes;69;Yes;Artist;0.0;Average;3.0;Category 6;3;65-69;Old
668;668;459286;Female;No;42;Yes;Artist;0.0;Low;1.0;Category 6;2;40-44;Middle Aged
669;669;463580;Female;Yes;46;Yes;Engineer;1.0;Low;1.0;Category 6;3;45-49;Middle Aged
670;670;466636;Female;No;23;No;Marketing;3.0;Low;3.0;Category 6;1;20-24;Young Adult
671;671;461064;Male;No;45;Yes;Artist;1.0;Low;5.0;Category 6;2;45-49;Middle Aged
672;672;461597;Female;Yes;38;Yes;Doctor;1.0;Average;4.0;Category 6;3;35-39;Middle Aged
673;673;458990;Female;Yes;71;No;Lawyer;1.0;High;3.0;Category 6;3;70-74;Old
674;674;461351;Female;No;26;No;Doctor;0.0;Low;2.0;Category 6;1;25-29;Young Adult
675;675;464420;Female;Yes;60;Yes;Artist;8.0;High;2.0;Category 6;3;60-64;Old
676;676;462060;Female;Yes;46;Yes;Artist;1.0;Average;2.0;Category 6;3;45-49;Middle Aged
677;677;465707;Male;Yes;39;Yes;Entertainment;1.0;Average;4.0;Category 3;3;35-39;Middle Aged
678;678;463733;Female;No;18;No;Healthcare;1.0;Low;3.0;Category 6;1;15-19;Youth or Young Adult
679;679;463960;Male;Yes;26;Yes;Doctor;1.0;Average;2.0;Category 7;3;25-29;Young Adult
680;680;462395;Male;Yes;53;Yes;Artist;1.0;High;2.0;Category 6;3;50-54;Middle Aged
681;681;461015;Male;Yes;40;Yes;Entertainment;1.0;Average;2.0;Category 3;3;40-44;Middle Aged
682;682;464965;Male;Yes;76;No;Executive;1.0;Low;7.0;Category 4;3;75-79;Old
683;683;466267;Male;Yes;26;Yes;Entertainment;0.0;Average;3.0;Category 3;3;25-29;Young Adult
684;684;464056;Female;Yes;65;Yes;Artist;0.0;Average;2.0;Category 6;3;65-69;Old
685;685;465898;Female;No;37;Yes;Artist;12.0;Low;2.0;Category 6;2;35-39;Middle Aged
686;686;465361;Male;No;25;No;Healthcare;0.0;Low;4.0;Category 3;1;25-29;Young Adult
687;687;461394;Female;No;21;No;Engineer;0.0;Low;5.0;Category 2;1;20-24;Young Adult
688;688;466269;Female;No;25;No;Healthcare;0.0;Low;4.0;Category 2;1;25-29;Young Adult
689;689;466213;Male;No;23;No;Healthcare;4.0;Low;5.0;Category 6;1;20-24;Young Adult
690;690;465550;Female;No;30;Yes;Healthcare;1.0;Low;6.0;Category 3;2;30-34;Young Adult or Middle Aged
691;691;463451;Female;No;30;No;Doctor;0.0;Low;4.0;Category 6;1;30-34;Young Adult or Middle Aged
692;692;463877;Male;Yes;42;No;Entertainment;0.0;Average;4.0;Category 4;3;40-44;Middle Aged
693;693;459499;Female;Yes;81;No;Lawyer;1.0;High;2.0;Category 6;3;80+;Old
694;694;463876;Male;Yes;49;Yes;Entertainment;1.0;Average;5.0;Category 6;3;45-49;Middle Aged
695;695;465448;Male;No;32;No;Healthcare;0.0;Low;3.0;Category 2;1;30-34;Young Adult or Middle Aged
696;696;463041;Female;Yes;43;Yes;Artist;1.0;Average;4.0;Category 2;3;40-44;Middle Aged
697;697;459325;Male;Yes;26;No;Executive;9.0;High;4.0;Category 6;3;25-29;Young Adult
698;698;467233;Female;No;67;No;Artist;1.0;Low;2.0;Category 6;1;65-69;Old
699;699;465264;Male;Yes;88;No;Executive;0.0;Low;1.0;Category 6;3;80+;Old
700;700;461811;Female;No;40;Yes;Healthcare;8.0;Low;4.0;Category 2;2;40-44;Middle Aged
701;701;466370;Female;Yes;48;Yes;Artist;0.0;Low;4.0;Category 2;3;45-49;Middle Aged
702;702;465368;Male;No;18;No;Healthcare;7.0;Low;3.0;Category 1;1;15-19;Youth or Young Adult
703;703;461245;Male;Yes;39;Yes;Artist;5.0;Average;3.0;Category 6;3;35-39;Middle Aged
704;704;467693;Male;Yes;61;Yes;Entertainment;7.0;High;5.0;Category 6;3;60-64;Old
705;705;467879;Female;Yes;51;Yes;Artist;1.0;High;4.0;Category 6;3;50-54;Middle Aged
706;706;461499;Female;Yes;25;No;Engineer;0.0;Average;2.0;Category 4;3;25-29;Young Adult
707;707;465936;Male;No;35;Yes;Artist;6.0;Low;3.0;Category 6;2;35-39;Middle Aged
708;708;459748;Male;Yes;46;No;Executive;0.0;High;2.0;Category 6;3;45-49;Middle Aged
709;709;466376;Female;Yes;53;No;Homemaker;2.0;High;3.0;Category 6;3;50-54;Middle Aged
710;710;460215;Male;Yes;48;Yes;Entertainment;9.0;Low;1.0;Category 6;3;45-49;Middle Aged
711;711;462076;Male;Yes;75;Yes;Lawyer;1.0;Low;2.0;Category 6;3;75-79;Old
712;712;465756;Male;No;23;No;Healthcare;1.0;Low;3.0;Category 4;1;20-24;Young Adult
713;713;463573;Male;No;29;No;Doctor;1.0;Low;2.0;Category 6;1;25-29;Young Adult
714;714;463455;Male;Yes;46;No;Artist;0.0;Low;2.0;Category 6;3;45-49;Middle Aged
715;715;460841;Female;No;61;Yes;Marketing;1.0;Low;1.0;Category 6;2;60-64;Old
716;716;463959;Female;No;37;No;Artist;1.0;Low;1.0;Category 6;1;35-39;Middle Aged
717;717;461792;Female;No;23;No;Healthcare;6.0;Low;5.0;Category 2;1;20-24;Young Adult
718;718;459118;Male;No;21;No;Healthcare;1.0;Low;8.0;Category 6;1;20-24;Young Adult
719;719;462791;Female;No;33;No;Healthcare;7.0;Low;4.0;Category 5;1;30-34;Young Adult or Middle Aged
720;720;460852;Male;Yes;74;No;Executive;0.0;Low;2.0;Category 6;3;70-74;Old
721;721;463102;Male;No;41;No;Entertainment;0.0;Low;2.0;Category 6;1;40-44;Middle Aged
722;722;463302;Female;Yes;58;Yes;Engineer;1.0;High;4.0;Category 6;3;55-59;Middle Aged
723;723;462659;Male;Yes;25;Yes;Entertainment;8.0;Average;2.0;Category 6;3;25-29;Young Adult
724;724;463408;Male;No;33;No;Marketing;2.0;Low;3.0;Category 6;1;30-34;Young Adult or Middle Aged
725;725;462071;Male;Yes;43;No;Doctor;0.0;Low;2.0;Category 6;3;40-44;Middle Aged
726;726;464806;Male;Yes;25;No;Executive;1.0;Low;2.0;Category 4;3;25-29;Young Adult
727;727;463664;Female;No;26;No;Engineer;0.0;Low;1.0;Category 6;1;25-29;Young Adult
728;728;467795;Male;No;22;No;Healthcare;1.0;Low;5.0;Category 6;1;20-24;Young Adult
729;729;459141;Male;Yes;28;No;Artist;0.0;Average;2.0;Category 6;3;25-29;Young Adult
730;730;465900;Female;No;36;Yes;Entertainment;7.0;Low;1.0;Category 6;2;35-39;Middle Aged
731;731;467265;Female;No;28;No;Healthcare;1.0;Low;3.0;Category 4;1;25-29;Young Adult
732;732;464490;Male;Yes;85;Yes;Artist;1.0;High;4.0;Category 6;3;80+;Old
733;733;461920;Male;No;30;Yes;Entertainment;0.0;Low;2.0;Category 6;2;30-34;Young Adult or Middle Aged
734;734;460411;Male;Yes;43;Yes;Healthcare;7.0;High;2.0;Category 6;3;40-44;Middle Aged
735;735;466491;Male;Yes;82;No;Executive;1.0;High;2.0;Category 6;3;80+;Old
736;736;459062;Male;Yes;48;Yes;Executive;1.0;High;5.0;Category 6;3;45-49;Middle Aged
737;737;465248;Female;No;18;No;Healthcare;3.0;Low;3.0;Category 2;1;15-19;Youth or Young Adult
738;738;463308;Male;Yes;53;Yes;Engineer;1.0;Low;2.0;Category 3;3;50-54;Middle Aged
739;739;463478;Male;Yes;50;Yes;Artist;0.0;Average;4.0;Category 6;3;50-54;Middle Aged
740;740;465396;Female;Yes;39;No;Engineer;9.0;Average;6.0;Category 4;3;35-39;Middle Aged
741;741;461954;Female;Yes;35;No;Engineer;2.0;Average;6.0;Category 2;3;35-39;Middle Aged
742;742;467287;Male;No;28;Yes;Entertainment;1.0;Low;3.0;Category 4;2;25-29;Young Adult
743;743;463800;Female;No;33;Yes;Engineer;1.0;Low;3.0;Category 6;2;30-34;Young Adult or Middle Aged
744;744;459894;Female;Yes;35;Yes;Healthcare;1.0;Low;3.0;Category 6;3;35-39;Middle Aged
745;745;459778;Male;Yes;48;Yes;Entertainment;0.0;Average;4.0;Category 6;3;45-49;Middle Aged
746;746;464662;Female;Yes;50;Yes;Artist;1.0;High;3.0;Category 4;3;50-54;Middle Aged
747;747;460878;Male;Yes;47;No;Entertainment;0.0;Average;4.0;Category 6;3;45-49;Middle Aged
748;748;462187;Female;No;50;Yes;Artist;4.0;Low;1.0;Category 6;2;50-54;Middle Aged
749;749;462675;Male;Yes;56;Yes;Artist;1.0;Low;4.0;Category 3;3;55-59;Middle Aged
750;750;461908;Female;No;26;No;Healthcare;10.0;Low;1.0;Category 6;1;25-29;Young Adult
751;751;461951;Male;No;21;No;Healthcare;0.0;Low;4.0;Category 6;1;20-24;Young Adult
752;752;465352;Male;Yes;61;Yes;Entertainment;1.0;Average;4.0;Category 6;3;60-64;Old
753;753;464258;Female;Yes;88;No;Lawyer;0.0;High;2.0;Category 6;3;80+;Old
754;754;464215;Male;No;72;No;Marketing;1.0;Low;2.0;Category 6;1;70-74;Old
755;755;467561;Male;Yes;61;Yes;Artist;1.0;Low;2.0;Category 6;3;60-64;Old
756;756;460322;Female;Yes;45;No;Engineer;8.0;Low;2.0;Category 6;3;45-49;Middle Aged
757;757;464665;Female;Yes;51;No;Engineer;1.0;Average;5.0;Category 4;3;50-54;Middle Aged
758;758;460670;Male;No;42;Yes;Artist;6.0;Low;2.0;Category 3;2;40-44;Middle Aged
759;759;461486;Male;Yes;59;No;Entertainment;8.0;Average;3.0;Category 6;3;55-59;Middle Aged
760;760;459526;Female;No;45;Yes;Healthcare;4.0;Low;1.0;Category 6;2;45-49;Middle Aged
761;761;465429;Female;Yes;68;Yes;Artist;1.0;Average;3.0;Category 6;3;65-69;Old
762;762;466492;Female;Yes;85;Yes;Lawyer;0.0;High;2.0;Category 6;3;80+;Old
763;763;459489;Male;Yes;46;Yes;Doctor;1.0;Average;4.0;Category 6;3;45-49;Middle Aged
764;764;459681;Female;Yes;32;Yes;Artist;0.0;Average;2.0;Category 6;3;30-34;Young Adult or Middle Aged
765;765;462971;Female;Yes;70;Yes;Engineer;0.0;Low;1.0;Category 6;3;70-74;Old
766;766;461233;Male;Yes;37;Yes;Entertainment;1.0;Low;2.0;Category 3;3;35-39;Middle Aged
767;767;461221;Female;No;30;No;Marketing;1.0;Low;4.0;Category 6;1;30-34;Young Adult or Middle Aged
768;768;464090;Female;No;33;Yes;Engineer;1.0;Low;2.0;Category 6;2;30-34;Young Adult or Middle Aged
769;769;459863;Male;Yes;61;No;Healthcare;1.0;Low;3.0;Category 6;3;60-64;Old
770;770;459822;Female;No;37;Yes;Engineer;0.0;Low;1.0;Category 4;2;35-39;Middle Aged
771;771;462540;Male;Yes;32;Yes;Entertainment;6.0;Low;2.0;Category 2;3;30-34;Young Adult or Middle Aged
772;772;467411;Male;Yes;52;Yes;Artist;0.0;High;2.0;Category 6;3;50-54;Middle Aged
773;773;463997;Female;Yes;42;No;Entertainment;0.0;Average;3.0;Category 6;3;40-44;Middle Aged
774;774;464103;Male;Yes;47;Yes;Artist;3.0;Average;2.0;Category 6;3;45-49;Middle Aged
775;775;465751;Female;Yes;52;Yes;Artist;9.0;Low;2.0;Category 6;3;50-54;Middle Aged
776;776;459797;Male;Yes;66;Yes;Entertainment;0.0;Average;3.0;Category 6;3;65-69;Old
777;777;460798;Female;No;28;No;Engineer;1.0;Low;6.0;Category 6;1;25-29;Young Adult
778;778;464572;Female;Yes;47;Yes;Marketing;1.0;Low;1.0;Category 6;3;45-49;Middle Aged
779;779;462352;Male;Yes;52;Yes;Entertainment;1.0;Average;3.0;Category 6;3;50-54;Middle Aged
780;780;460513;Male;No;27;No;Healthcare;2.0;Low;4.0;Category 3;1;25-29;Young Adult
781;781;463228;Female;Yes;56;Yes;Artist;0.0;Average;5.0;Category 6;3;55-59;Middle Aged
782;782;464765;Female;Yes;53;No;Engineer;7.0;Average;6.0;Category 4;3;50-54;Middle Aged
783;783;463720;Female;Yes;45;Yes;Artist;1.0;Average;4.0;Category 4;3;45-49;Middle Aged
784;784;460799;Female;No;37;No;Homemaker;1.0;Low;1.0;Category 1;1;35-39;Middle Aged
785;785;460891;Female;Yes;36;No;Artist;2.0;Average;4.0;Category 3;3;35-39;Middle Aged
786;786;460311;Male;No;25;Yes;Entertainment;2.0;Low;3.0;Category 1;2;25-29;Young Adult
787;787;466727;Female;Yes;45;Yes;Artist;1.0;Average;2.0;Category 6;3;45-49;Middle Aged
788;788;466157;Male;Yes;72;Yes;Homemaker;9.0;Low;2.0;Category 6;3;70-74;Old
789;789;465138;Male;No;35;Yes;Entertainment;1.0;Low;3.0;Category 3;2;35-39;Middle Aged
790;790;466361;Female;Yes;72;Yes;Lawyer;1.0;High;2.0;Category 6;3;70-74;Old
791;791;463154;Female;Yes;31;No;Artist;1.0;Low;4.0;Category 6;3;30-34;Young Adult or Middle Aged
792;792;462967;Male;Yes;47;No;Entertainment;4.0;Average;3.0;Category 6;3;45-49;Middle Aged
793;793;460908;Male;No;20;No;Healthcare;7.0;Low;3.0;Category 6;1;20-24;Young Adult
794;794;467560;Female;Yes;73;Yes;Lawyer;1.0;Low;2.0;Category 6;3;70-74;Old
795;795;463404;Male;Yes;29;No;Doctor;1.0;High;2.0;Category 3;3;25-29;Young Adult
796;796;463281;Male;Yes;25;No;Entertainment;3.0;Average;2.0;Category 3;3;25-29;Young Adult
797;797;462466;Male;Yes;52;Yes;Executive;0.0;High;4.0;Category 6;3;50-54;Middle Aged
798;798;463744;Female;No;27;Yes;Artist;1.0;Low;6.0;Category 6;2;25-29;Young Adult
799;799;464209;Male;Yes;52;Yes;Executive;1.0;Average;4.0;Category 2;3;50-54;Middle Aged
800;800;462528;Female;Yes;49;Yes;Artist;0.0;Low;1.0;Category 6;3;45-49;Middle Aged
801;801;459518;Male;Yes;60;Yes;Artist;1.0;Average;4.0;Category 6;3;60-64;Old
802;802;460061;Male;No;45;Yes;Marketing;0.0;Low;1.0;Category 3;2;45-49;Middle Aged
803;803;466188;Male;Yes;59;Yes;Artist;4.0;Low;1.0;Category 4;3;55-59;Middle Aged
804;804;467914;Female;No;18;No;Healthcare;8.0;Low;5.0;Category 6;1;15-19;Youth or Young Adult
805;805;462758;Male;No;18;No;Healthcare;0.0;Low;3.0;Category 6;1;15-19;Youth or Young Adult
806;806;465704;Male;Yes;55;No;Artist;1.0;Low;1.0;Category 6;3;55-59;Middle Aged
807;807;460397;Female;No;59;Yes;Entertainment;1.0;Low;1.0;Category 6;2;55-59;Middle Aged
808;808;466676;Male;No;22;No;Healthcare;0.0;Low;2.0;Category 6;1;20-24;Young Adult
809;809;465024;Male;Yes;52;Yes;Executive;0.0;High;4.0;Category 6;3;50-54;Middle Aged
810;810;461630;Male;Yes;51;Yes;Artist;1.0;Average;3.0;Category 6;3;50-54;Middle Aged
811;811;465328;Male;Yes;35;No;Executive;0.0;High;5.0;Category 6;3;35-39;Middle Aged
812;812;461220;Female;No;26;No;Executive;8.0;Low;3.0;Category 6;1;25-29;Young Adult
813;813;463935;Male;Yes;38;Yes;Entertainment;1.0;Average;2.0;Category 6;3;35-39;Middle Aged
814;814;460514;Male;Yes;43;Yes;Doctor;1.0;Low;4.0;Category 3;3;40-44;Middle Aged
815;815;466262;Male;No;41;Yes;Entertainment;1.0;Low;2.0;Category 3;2;40-44;Middle Aged
816;816;467094;Female;No;27;No;Homemaker;8.0;Low;2.0;Category 4;1;25-29;Young Adult
817;817;459280;Male;Yes;60;Yes;Artist;0.0;Low;1.0;Category 6;3;60-64;Old
818;818;464581;Female;No;25;No;Doctor;1.0;Low;4.0;Category 6;1;25-29;Young Adult
819;819;459624;Male;No;18;No;Healthcare;1.0;Low;5.0;Category 4;1;15-19;Youth or Young Adult
820;820;460890;Male;Yes;47;Yes;Artist;0.0;Average;4.0;Category 3;3;45-49;Middle Aged
821;821;466415;Male;Yes;71;No;Marketing;1.0;Low;1.0;Category 6;3;70-74;Old
822;822;462392;Female;No;32;Yes;Entertainment;1.0;Low;3.0;Category 6;2;30-34;Young Adult or Middle Aged
823;823;459706;Male;Yes;60;Yes;Entertainment;1.0;Average;3.0;Category 6;3;60-64;Old
824;824;464429;Female;No;33;Yes;Healthcare;0.0;Low;2.0;Category 6;2;30-34;Young Adult or Middle Aged
825;825;467446;Female;No;37;Yes;Artist;9.0;Low;1.0;Category 2;2;35-39;Middle Aged
826;826;460528;Male;Yes;48;Yes;Homemaker;9.0;Low;1.0;Category 3;3;45-49;Middle Aged
827;827;464836;Female;No;33;No;Engineer;7.0;High;5.0;Category 4;1;30-34;Young Adult or Middle Aged
828;828;459212;Female;Yes;68;Yes;Artist;1.0;Average;2.0;Category 6;3;65-69;Old
829;829;462364;Male;Yes;51;No;Artist;0.0;Low;3.0;Category 6;3;50-54;Middle Aged
830;830;464549;Male;Yes;52;Yes;Executive;1.0;Low;4.0;Category 6;3;50-54;Middle Aged
831;831;464555;Male;Yes;31;Yes;Marketing;13.0;High;4.0;Category 4;3;30-34;Young Adult or Middle Aged
832;832;462027;Male;No;39;No;Engineer;1.0;Low;1.0;Category 6;1;35-39;Middle Aged
833;833;467110;Male;Yes;60;Yes;Lawyer;1.0;High;1.0;Category 6;3;60-64;Old
834;834;467123;Female;Yes;50;Yes;Executive;4.0;High;3.0;Category 6;3;50-54;Middle Aged
835;835;459599;Female;No;19;No;Healthcare;1.0;Low;4.0;Category 1;1;15-19;Youth or Young Adult
836;836;467826;Male;No;18;No;Healthcare;0.0;Low;6.0;Category 6;1;15-19;Youth or Young Adult
837;837;461837;Male;Yes;37;Yes;Artist;0.0;Low;2.0;Category 6;3;35-39;Middle Aged
838;838;467328;Female;Yes;50;Yes;Doctor;1.0;Average;3.0;Category 6;3;50-54;Middle Aged
839;839;467962;Female;No;20;No;Healthcare;0.0;Low;2.0;Category 6;1;20-24;Young Adult
840;840;464025;Male;No;19;No;Healthcare;1.0;Low;6.0;Category 6;1;15-19;Youth or Young Adult
841;841;460385;Male;No;31;Yes;Healthcare;0.0;Low;4.0;Category 6;2;30-34;Young Adult or Middle Aged
842;842;462551;Male;Yes;53;Yes;Doctor;14.0;Average;2.0;Category 6;3;50-54;Middle Aged
843;843;462047;Female;Yes;26;Yes;Artist;12.0;Average;2.0;Category 6;3;25-29;Young Adult
844;844;459958;Male;No;37;Yes;Healthcare;8.0;Low;3.0;Category 6;2;35-39;Middle Aged
845;845;465690;Female;Yes;49;No;Healthcare;1.0;Average;2.0;Category 4;3;45-49;Middle Aged
846;846;459221;Male;Yes;70;No;Entertainment;1.0;Low;1.0;Category 6;3;70-74;Old
847;847;461059;Female;Yes;48;No;Lawyer;1.0;High;2.0;Category 6;3;45-49;Middle Aged
848;848;461227;Male;No;21;No;Healthcare;0.0;Low;4.0;Category 6;1;20-24;Young Adult
849;849;466246;Male;No;19;No;Healthcare;0.0;Low;4.0;Category 2;1;15-19;Youth or Young Adult
850;850;462619;Male;Yes;61;No;Artist;0.0;High;2.0;Category 4;3;60-64;Old
851;851;459561;Male;No;31;No;Healthcare;1.0;Low;3.0;Category 4;1;30-34;Young Adult or Middle Aged
852;852;467048;Female;Yes;65;Yes;Lawyer;0.0;High;3.0;Category 6;3;65-69;Old
853;853;467362;Male;Yes;73;No;Executive;1.0;Low;1.0;Category 6;3;70-74;Old
854;854;459846;Female;Yes;50;Yes;Artist;1.0;Average;3.0;Category 6;3;50-54;Middle Aged
855;855;460351;Male;Yes;70;Yes;Lawyer;0.0;Low;1.0;Category 6;3;70-74;Old
856;856;459515;Male;Yes;58;Yes;Engineer;0.0;Low;1.0;Category 6;3;55-59;Middle Aged
857;857;460499;Female;Yes;58;No;Marketing;14.0;High;6.0;Category 3;3;55-59;Middle Aged
858;858;460829;Male;No;18;Yes;Healthcare;1.0;Low;2.0;Category 6;2;15-19;Youth or Young Adult
859;859;466559;Male;No;32;No;Healthcare;0.0;Low;4.0;Category 6;1;30-34;Young Adult or Middle Aged
860;860;467236;Female;No;40;Yes;Lawyer;4.0;Low;1.0;Category 6;2;40-44;Middle Aged
861;861;461816;Female;No;49;Yes;Marketing;0.0;Low;5.0;Category 6;2;45-49;Middle Aged
862;862;467409;Male;No;35;Yes;Artist;8.0;Low;1.0;Category 6;2;35-39;Middle Aged
863;863;466299;Female;Yes;40;Yes;Engineer;0.0;Low;2.0;Category 2;3;40-44;Middle Aged
864;864;464565;Male;No;30;Yes;Marketing;12.0;Low;4.0;Category 6;2;30-34;Young Adult or Middle Aged
865;865;465906;Female;No;35;Yes;Artist;5.0;Low;1.0;Category 6;2;35-39;Middle Aged
866;866;460950;Male;Yes;28;No;Doctor;0.0;Low;5.0;Category 1;3;25-29;Young Adult
867;867;466654;Male;No;30;Yes;Marketing;8.0;Low;1.0;Category 6;2;30-34;Young Adult or Middle Aged
868;868;459649;Male;Yes;39;Yes;Healthcare;1.0;Average;2.0;Category 6;3;35-39;Middle Aged
869;869;461077;Male;No;39;Yes;Entertainment;1.0;Low;8.0;Category 3;2;35-39;Middle Aged
870;870;464642;Female;Yes;26;Yes;Engineer;6.0;High;7.0;Category 4;3;25-29;Young Adult
871;871;463741;Male;Yes;36;Yes;Artist;0.0;High;3.0;Category 6;3;35-39;Middle Aged
872;872;460594;Female;No;26;Yes;Homemaker;9.0;Low;2.0;Category 3;2;25-29;Young Adult
873;873;465253;Male;No;21;No;Healthcare;1.0;Low;3.0;Category 7;1;20-24;Young Adult
874;874;459936;Female;No;45;Yes;Artist;2.0;Low;1.0;Category 6;2;45-49;Middle Aged
875;875;462998;Male;Yes;45;No;Entertainment;10.0;Average;4.0;Category 6;3;45-49;Middle Aged
876;876;464179;Female;Yes;63;Yes;Artist;0.0;Average;3.0;Category 6;3;60-64;Old
877;877;465655;Female;No;45;Yes;Artist;1.0;Low;1.0;Category 6;2;45-49;Middle Aged
878;878;462988;Female;Yes;27;Yes;Healthcare;9.0;High;2.0;Category 6;3;25-29;Young Adult
879;879;463933;Male;Yes;47;No;Executive;0.0;Low;7.0;Category 4;3;45-49;Middle Aged
880;880;462111;Male;Yes;36;Yes;Artist;6.0;Average;4.0;Category 6;3;35-39;Middle Aged
881;881;462435;Male;Yes;49;Yes;Artist;1.0;Average;2.0;Category 6;3;45-49;Middle Aged
882;882;462747;Male;No;25;No;Doctor;7.0;Low;4.0;Category 6;1;25-29;Young Adult
883;883;462279;Male;No;32;No;Healthcare;0.0;Low;7.0;Category 6;1;30-34;Young Adult or Middle Aged
884;884;463383;Male;Yes;41;No;Executive;6.0;High;3.0;Category 4;3;40-44;Middle Aged
885;885;459743;Female;Yes;50;Yes;Artist;9.0;Average;4.0;Category 6;3;50-54;Middle Aged
886;886;461762;Female;Yes;63;Yes;Artist;0.0;High;2.0;Category 6;3;60-64;Old
887;887;463071;Male;Yes;69;No;Executive;1.0;Low;4.0;Category 6;3;65-69;Old
888;888;464121;Female;Yes;62;Yes;Engineer;1.0;Low;1.0;Category 6;3;60-64;Old
889;889;465051;Male;Yes;63;Yes;Marketing;1.0;High;3.0;Category 6;3;60-64;Old
890;890;460140;Female;Yes;36;Yes;Artist;5.0;Low;2.0;Category 6;3;35-39;Middle Aged
891;891;466197;Female;Yes;31;No;Engineer;8.0;Low;2.0;Category 4;3;30-34;Young Adult or Middle Aged
892;892;460433;Female;No;45;No;Entertainment;8.0;Low;2.0;Category 6;1;45-49;Middle Aged
893;893;462953;Female;Yes;45;Yes;Artist;1.0;Average;4.0;Category 6;3;45-49;Middle Aged
894;894;462535;Male;No;26;No;Doctor;1.0;Low;3.0;Category 6;1;25-29;Young Adult
895;895;462921;Male;Yes;49;No;Artist;1.0;Average;4.0;Category 6;3;45-49;Middle Aged
896;896;464735;Female;No;38;Yes;Marketing;8.0;Low;3.0;Category 4;2;35-39;Middle Aged
897;897;464455;Female;Yes;74;Yes;Lawyer;1.0;High;2.0;Category 6;3;70-74;Old
898;898;461675;Male;No;61;Yes;Lawyer;1.0;Low;1.0;Category 6;2;60-64;Old
899;899;464578;Female;No;26;Yes;Healthcare;0.0;Low;2.0;Category 6;2;25-29;Young Adult
900;900;466304;Female;Yes;70;Yes;Lawyer;1.0;High;2.0;Category 2;3;70-74;Old
901;901;466850;Female;No;30;No;Doctor;1.0;Low;3.0;Category 4;1;30-34;Young Adult or Middle Aged
902;902;467041;Female;Yes;57;Yes;Artist;1.0;Average;4.0;Category 6;3;55-59;Middle Aged
903;903;464775;Female;Yes;35;Yes;Artist;8.0;Average;4.0;Category 4;3;35-39;Middle Aged
904;904;464858;Male;No;20;No;Healthcare;1.0;Low;3.0;Category 4;1;20-24;Young Adult
905;905;462040;Male;No;19;No;Healthcare;5.0;Low;4.0;Category 2;1;15-19;Youth or Young Adult
906;906;460800;Male;No;52;Yes;Artist;1.0;Low;3.0;Category 3;2;50-54;Middle Aged
907;907;459663;Male;No;31;Yes;Artist;1.0;Low;6.0;Category 3;2;30-34;Young Adult or Middle Aged
908;908;462081;Male;No;22;No;Marketing;0.0;Low;3.0;Category 4;1;20-24;Young Adult
